+------------+-------------------------+--------------------------+----------------------+-------------------------------------------------+
| STATUS     | CVE SEVERITY            | PACKAGE NAME             | PACKAGE VERSION      | CVE DESCRIPTION                                 |
|            |                         |                          |                      | information on changes in this release, see     |
|            |                         |                          |                      | the Red Hat Enterprise Linux 7.6 Release        |
|            |                         |                          |                      | Notes linked from the References section.       |
|            |                         |                          |                      | https://access.redhat.com/errata/RHSA-2018:3092 |
+------------+-------------------------+--------------------------+----------------------+-------------------------------------------------+
| [1;31mUnapproved[0m | Medium RHSA-2019:2075   | binutils                 | 2.23.52.0.1-55.el7   | The binutils packages provide a collection      |
|            |                         |                          |                      | of binary utilities for the manipulation of     |
|            |                         |                          |                      | object code in various object file formats. It  |
|            |                         |                          |                      | includes the ar, as, gprof, ld, nm, objcopy,    |
|            |                         |                          |                      | objdump, ranlib, readelf, size, strings,        |
|            |                         |                          |                      | strip, and addr2line utilities. Security        |
|            |                         |                          |                      | Fix(es): * binutils: integer overflow leads     |
|            |                         |                          |                      | to heap-based buffer overflow in objdump        |
|            |                         |                          |                      | (CVE-2018-1000876) * binutils: Stack Exhaustion |
|            |                         |                          |                      | in the demangling functions provided by         |
|            |                         |                          |                      | libiberty (CVE-2018-12641) * binutils: NULL     |
|            |                         |                          |                      | pointer dereference in work_stuff_copy_to_from  |
|            |                         |                          |                      | in cplus-dem.c. (CVE-2018-12697) For more       |
|            |                         |                          |                      | details about the security issue(s), including  |
|            |                         |                          |                      | the impact, a CVSS score, acknowledgments,      |
|            |                         |                          |                      | and other related information, refer to         |
|            |                         |                          |                      | the CVE page(s) listed in the References        |
|            |                         |                          |                      | section. Additional Changes: For detailed       |
|            |                         |                          |                      | information on changes in this release, see     |
|            |                         |                          |                      | the Red Hat Enterprise Linux 7.7 Release        |
|            |                         |                          |                      | Notes linked from the References section.       |
|            |                         |                          |                      | https://access.redhat.com/errata/RHSA-2019:2075 |
+------------+-------------------------+--------------------------+----------------------+-------------------------------------------------+
| [1;31mUnapproved[0m | Medium RHSA-2017:1852   | openldap                 | 2.4.40-9.el7_2       | OpenLDAP is an open-source suite of             |
|            |                         |                          |                      | Lightweight Directory Access Protocol (LDAP)    |
|            |                         |                          |                      | applications and development tools. LDAP is a   |
|            |                         |                          |                      | set of protocols used to access and maintain    |
|            |                         |                          |                      | distributed directory information services      |
|            |                         |                          |                      | over an IP network. The openldap packages       |
|            |                         |                          |                      | contain configuration files, libraries, and     |
|            |                         |                          |                      | documentation for OpenLDAP. The following       |
|            |                         |                          |                      | packages have been upgraded to a later upstream |
|            |                         |                          |                      | version: openldap (2.4.44). (BZ#1386365)        |
|            |                         |                          |                      | Security Fix(es): * A double-free flaw was      |
|            |                         |                          |                      | found in the way OpenLDAP's slapd server        |
|            |                         |                          |                      | using the MDB backend handled LDAP searches.    |
|            |                         |                          |                      | A remote attacker with access to search         |
|            |                         |                          |                      | the directory could potentially use this        |
|            |                         |                          |                      | flaw to crash slapd by issuing a specially      |
|            |                         |                          |                      | crafted LDAP search query. (CVE-2017-9287)      |
|            |                         |                          |                      | Additional Changes: For detailed information    |
|            |                         |                          |                      | on changes in this release, see the Red         |
|            |                         |                          |                      | Hat Enterprise Linux 7.4 Release Notes          |
|            |                         |                          |                      | linked from the References section.             |
|            |                         |                          |                      | https://access.redhat.com/errata/RHSA-2017:1852 |
+------------+-------------------------+--------------------------+----------------------+-------------------------------------------------+
| [1;31mUnapproved[0m | Medium RHSA-2019:2237   | nss-softokn              | 3.16.2.3-14.2.el7_2  | Network Security Services (NSS) is a            |
|            |                         |                          |                      | set of libraries designed to support the        |
|            |                         |                          |                      | cross-platform development of security-enabled  |
|            |                         |                          |                      | client and server applications. Netscape        |
|            |                         |                          |                      | Portable Runtime (NSPR) provides platform       |
|            |                         |                          |                      | independence for non-GUI operating system       |
|            |                         |                          |                      | facilities. The following packages have been    |
|            |                         |                          |                      | upgraded to a later upstream version: nss       |
|            |                         |                          |                      | (3.44.0), nss-softokn (3.44.0), nss-util        |
|            |                         |                          |                      | (3.44.0), nspr (4.21.0). (BZ#1645231,           |
|            |                         |                          |                      | BZ#1692269, BZ#1692271, BZ#1692274) Security    |
|            |                         |                          |                      | Fix(es): * ROHNP: Key Extraction Side Channel   |
|            |                         |                          |                      | in Multiple Crypto Libraries (CVE-2018-0495)    |
|            |                         |                          |                      | * nss: Cache side-channel variant of the        |
|            |                         |                          |                      | Bleichenbacher attack (CVE-2018-12404) For more |
|            |                         |                          |                      | details about the security issue(s), including  |
|            |                         |                          |                      | the impact, a CVSS score, acknowledgments,      |
|            |                         |                          |                      | and other related information, refer to         |
|            |                         |                          |                      | the CVE page(s) listed in the References        |
|            |                         |                          |                      | section. Additional Changes: For detailed       |
|            |                         |                          |                      | information on changes in this release, see     |
|            |                         |                          |                      | the Red Hat Enterprise Linux 7.7 Release        |
|            |                         |                          |                      | Notes linked from the References section.       |
|            |                         |                          |                      | https://access.redhat.com/errata/RHSA-2019:2237 |
+------------+-------------------------+--------------------------+----------------------+-------------------------------------------------+
| [1;31mUnapproved[0m | Medium RHSA-2019:2237   | nss-tools                | 3.21.0-9.el7_2       | Network Security Services (NSS) is a            |
|            |                         |                          |                      | set of libraries designed to support the        |
|            |                         |                          |                      | cross-platform development of security-enabled  |
|            |                         |                          |                      | client and server applications. Netscape        |
|            |                         |                          |                      | Portable Runtime (NSPR) provides platform       |
|            |                         |                          |                      | independence for non-GUI operating system       |
|            |                         |                          |                      | facilities. The following packages have been    |
|            |                         |                          |                      | upgraded to a later upstream version: nss       |
|            |                         |                          |                      | (3.44.0), nss-softokn (3.44.0), nss-util        |
|            |                         |                          |                      | (3.44.0), nspr (4.21.0). (BZ#1645231,           |
|            |                         |                          |                      | BZ#1692269, BZ#1692271, BZ#1692274) Security    |
|            |                         |                          |                      | Fix(es): * ROHNP: Key Extraction Side Channel   |
|            |                         |                          |                      | in Multiple Crypto Libraries (CVE-2018-0495)    |
|            |                         |                          |                      | * nss: Cache side-channel variant of the        |
|            |                         |                          |                      | Bleichenbacher attack (CVE-2018-12404) For more |
|            |                         |                          |                      | details about the security issue(s), including  |
|            |                         |                          |                      | the impact, a CVSS score, acknowledgments,      |
|            |                         |                          |                      | and other related information, refer to         |
|            |                         |                          |                      | the CVE page(s) listed in the References        |
|            |                         |                          |                      | section. Additional Changes: For detailed       |
|            |                         |                          |                      | information on changes in this release, see     |
|            |                         |                          |                      | the Red Hat Enterprise Linux 7.7 Release        |
|            |                         |                          |                      | Notes linked from the References section.       |
|            |                         |                          |                      | https://access.redhat.com/errata/RHSA-2019:2237 |
+------------+-------------------------+--------------------------+----------------------+-------------------------------------------------+
| [1;31mUnapproved[0m | Medium RHSA-2016:2779   | nss-tools                | 3.21.0-9.el7_2       | Network Security Services (NSS) is a            |
|            |                         |                          |                      | set of libraries designed to support the        |
|            |                         |                          |                      | cross-platform development of security-enabled  |
|            |                         |                          |                      | client and server applications. The nss-util    |
|            |                         |                          |                      | packages provide utilities for use with the     |
|            |                         |                          |                      | Network Security Services (NSS) libraries.      |
|            |                         |                          |                      | The following packages have been upgraded to a  |
|            |                         |                          |                      | newer upstream version: nss (3.21.3), nss-util  |
|            |                         |                          |                      | (3.21.3). Security Fix(es): * Multiple buffer   |
|            |                         |                          |                      | handling flaws were found in the way NSS        |
|            |                         |                          |                      | handled cryptographic data from the network. A  |
|            |                         |                          |                      | remote attacker could use these flaws to crash  |
|            |                         |                          |                      | an application using NSS or, possibly, execute  |
|            |                         |                          |                      | arbitrary code with the permission of the user  |
|            |                         |                          |                      | running the application. (CVE-2016-2834) * A    |
|            |                         |                          |                      | NULL pointer dereference flaw was found in the  |
|            |                         |                          |                      | way NSS handled invalid Diffie-Hellman keys.    |
|            |                         |                          |                      | A remote client could use this flaw to crash    |
|            |                         |                          |                      | a TLS/SSL server using NSS. (CVE-2016-5285)     |
|            |                         |                          |                      | * It was found that Diffie Hellman Client key   |
|            |                         |                          |                      | exchange handling in NSS was vulnerable to      |
|            |                         |                          |                      | small subgroup confinement attack. An attacker  |
|            |                         |                          |                      | could use this flaw to recover private keys by  |
|            |                         |                          |                      | confining the client DH key to small subgroup   |
|            |                         |                          |                      | of the desired group. (CVE-2016-8635) Red Hat   |
|            |                         |                          |                      | would like to thank the Mozilla project for     |
|            |                         |                          |                      | reporting CVE-2016-2834. The CVE-2016-8635      |
|            |                         |                          |                      | issue was discovered by Hubert Kario (Red Hat). |
|            |                         |                          |                      | Upstream acknowledges Tyson Smith and Jed Davis |
|            |                         |                          |                      | as the original reporter of CVE-2016-2834.      |
|            |                         |                          |                      | https://access.redhat.com/errata/RHSA-2016:2779 |
+------------+-------------------------+--------------------------+----------------------+-------------------------------------------------+
| [1;31mUnapproved[0m | Medium RHSA-2019:0194   | bind-license             | 32:9.9.4-29.el7_2.3  | The Berkeley Internet Name Domain (BIND) is     |
|            |                         |                          |                      | an implementation of the Domain Name System     |
|            |                         |                          |                      | (DNS) protocols. BIND includes a DNS server     |
|            |                         |                          |                      | (named); a resolver library (routines for       |
|            |                         |                          |                      | applications to use when interfacing with       |
|            |                         |                          |                      | DNS); and tools for verifying that the DNS      |
|            |                         |                          |                      | server is operating correctly. Security         |
|            |                         |                          |                      | Fix(es): * bind: Crash from assertion error     |
|            |                         |                          |                      | when debug log level is 10 and log entries      |
|            |                         |                          |                      | meet buffer boundary (CVE-2018-5742) For        |
|            |                         |                          |                      | more details about the security issue(s),       |
|            |                         |                          |                      | including the impact, a CVSS score, and         |
|            |                         |                          |                      | other related information, refer to the CVE     |
|            |                         |                          |                      | page(s) listed in the References section.       |
|            |                         |                          |                      | https://access.redhat.com/errata/RHSA-2019:0194 |
+------------+-------------------------+--------------------------+----------------------+-------------------------------------------------+
| [1;31mUnapproved[0m | Medium RHSA-2018:2768   | nss-tools                | 3.21.0-9.el7_2       | Network Security Services (NSS) is a            |
|            |                         |                          |                      | set of libraries designed to support the        |
|            |                         |                          |                      | cross-platform development of security-enabled  |
|            |                         |                          |                      | client and server applications. Security        |
|            |                         |                          |                      | Fix(es): * nss: ServerHello.random is all       |
|            |                         |                          |                      | zeros when handling a v2-compatible ClientHello |
|            |                         |                          |                      | (CVE-2018-12384) For more details about the     |
|            |                         |                          |                      | security issue(s), including the impact, a CVSS |
|            |                         |                          |                      | score, and other related information, refer     |
|            |                         |                          |                      | to the CVE page(s) listed in the References     |
|            |                         |                          |                      | section. Red Hat would like to thank the        |
|            |                         |                          |                      | Mozilla project for reporting this issue.       |
|            |                         |                          |                      | https://access.redhat.com/errata/RHSA-2018:2768 |
+------------+-------------------------+--------------------------+----------------------+-------------------------------------------------+
| [1;31mUnapproved[0m | Medium RHSA-2017:1860   | libtasn1                 | 3.8-2.el7            | Libtasn1 is a library that provides Abstract    |
|            |                         |                          |                      | Syntax Notation One (ASN.1, as specified by     |
|            |                         |                          |                      | the X.680 ITU-T recommendation) parsing and     |
|            |                         |                          |                      | structures management, and Distinguished        |
|            |                         |                          |                      | Encoding Rules (DER, as per X.690) encoding     |
|            |                         |                          |                      | and decoding functions. The following packages  |
|            |                         |                          |                      | have been upgraded to a later upstream          |
|            |                         |                          |                      | version: libtasn1 (4.10). (BZ#1360639)          |
|            |                         |                          |                      | Security Fix(es): * A heap-based buffer         |
|            |                         |                          |                      | overflow flaw was found in the way the libtasn1 |
|            |                         |                          |                      | library decoded certain DER-encoded inputs.     |
|            |                         |                          |                      | A specially crafted DER-encoded input could     |
|            |                         |                          |                      | cause an application using libtasn1 to perform  |
|            |                         |                          |                      | an invalid read, causing the application        |
|            |                         |                          |                      | to crash. (CVE-2015-3622) * A stack-based       |
|            |                         |                          |                      | buffer overflow was found in the way libtasn1   |
|            |                         |                          |                      | decoded certain DER encoded data. An attacker   |
|            |                         |                          |                      | could use this flaw to crash an application     |
|            |                         |                          |                      | using the libtasn1 library. (CVE-2015-2806)     |
|            |                         |                          |                      | Additional Changes: For detailed information    |
|            |                         |                          |                      | on changes in this release, see the Red         |
|            |                         |                          |                      | Hat Enterprise Linux 7.4 Release Notes          |
|            |                         |                          |                      | linked from the References section.             |
|            |                         |                          |                      | https://access.redhat.com/errata/RHSA-2017:1860 |
+------------+-------------------------+--------------------------+----------------------+-------------------------------------------------+
| [1;31mUnapproved[0m | Medium RHSA-2017:1916   | glibc                    | 2.17-106.el7_2.6     | The glibc packages provide the standard C       |
|            |                         |                          |                      | libraries (libc), POSIX thread libraries        |
|            |                         |                          |                      | (libpthread), standard math libraries (libm),   |
|            |                         |                          |                      | and the name service cache daemon (nscd) used   |
|            |                         |                          |                      | by multiple programs on the system. Without     |
|            |                         |                          |                      | these libraries, the Linux system cannot        |
|            |                         |                          |                      | function correctly. Security Fix(es): * A       |
|            |                         |                          |                      | stack overflow vulnerability was found in       |
|            |                         |                          |                      | nan* functions that could cause applications,   |
|            |                         |                          |                      | which process long strings with the nan         |
|            |                         |                          |                      | function, to crash or, potentially, execute     |
|            |                         |                          |                      | arbitrary code. (CVE-2014-9761) * It was        |
|            |                         |                          |                      | found that out-of-range time values passed      |
|            |                         |                          |                      | to the strftime() function could result in an   |
|            |                         |                          |                      | out-of-bounds memory access. This could lead to |
|            |                         |                          |                      | application crash or, potentially, information  |
|            |                         |                          |                      | disclosure. (CVE-2015-8776) * An integer        |
|            |                         |                          |                      | overflow vulnerability was found in hcreate()   |
|            |                         |                          |                      | and hcreate_r() functions which could result    |
|            |                         |                          |                      | in an out-of-bounds memory access. This could   |
|            |                         |                          |                      | lead to application crash or, potentially,      |
|            |                         |                          |                      | arbitrary code execution. (CVE-2015-8778) *     |
|            |                         |                          |                      | A stack based buffer overflow vulnerability     |
|            |                         |                          |                      | was found in the catopen() function. An         |
|            |                         |                          |                      | excessively long string passed to the function  |
|            |                         |                          |                      | could cause it to crash or, potentially,        |
|            |                         |                          |                      | execute arbitrary code. (CVE-2015-8779) *       |
|            |                         |                          |                      | It was found that the dynamic loader did not    |
|            |                         |                          |                      | sanitize the LD_POINTER_GUARD environment       |
|            |                         |                          |                      | variable. An attacker could use this flaw       |
|            |                         |                          |                      | to bypass the pointer guarding protection on    |
|            |                         |                          |                      | set-user-ID or set-group-ID programs to execute |
|            |                         |                          |                      | arbitrary code with the permissions of the      |
|            |                         |                          |                      | user running the application. (CVE-2015-8777)   |
|            |                         |                          |                      | Additional Changes: For detailed information    |
|            |                         |                          |                      | on changes in this release, see the Red         |
|            |                         |                          |                      | Hat Enterprise Linux 7.4 Release Notes          |
|            |                         |                          |                      | linked from the References section.             |
|            |                         |                          |                      | https://access.redhat.com/errata/RHSA-2017:1916 |
+------------+-------------------------+--------------------------+----------------------+-------------------------------------------------+
| [1;31mUnapproved[0m | Medium RHSA-2019:2118   | glibc-common             | 2.17-106.el7_2.6     | The glibc packages provide the standard C       |
|            |                         |                          |                      | libraries (libc), POSIX thread libraries        |
|            |                         |                          |                      | (libpthread), standard math libraries (libm),   |
|            |                         |                          |                      | and the name service cache daemon (nscd) used   |
|            |                         |                          |                      | by multiple programs on the system. Without     |
|            |                         |                          |                      | these libraries, the Linux system cannot        |
|            |                         |                          |                      | function correctly. Security Fix(es): * glibc:  |
|            |                         |                          |                      | getaddrinfo should reject IP addresses with     |
|            |                         |                          |                      | trailing characters (CVE-2016-10739) For more   |
|            |                         |                          |                      | details about the security issue(s), including  |
|            |                         |                          |                      | the impact, a CVSS score, acknowledgments,      |
|            |                         |                          |                      | and other related information, refer to         |
|            |                         |                          |                      | the CVE page(s) listed in the References        |
|            |                         |                          |                      | section. Additional Changes: For detailed       |
|            |                         |                          |                      | information on changes in this release, see     |
|            |                         |                          |                      | the Red Hat Enterprise Linux 7.7 Release        |
|            |                         |                          |                      | Notes linked from the References section.       |
|            |                         |                          |                      | https://access.redhat.com/errata/RHSA-2019:2118 |
+------------+-------------------------+--------------------------+----------------------+-------------------------------------------------+
| [1;31mUnapproved[0m | Medium RHSA-2017:0276   | bind-license             | 32:9.9.4-29.el7_2.3  | The Berkeley Internet Name Domain (BIND) is an  |
|            |                         |                          |                      | implementation of the Domain Name System (DNS)  |
|            |                         |                          |                      | protocols. BIND includes a DNS server (named);  |
|            |                         |                          |                      | a resolver library (routines for applications   |
|            |                         |                          |                      | to use when interfacing with DNS); and tools    |
|            |                         |                          |                      | for verifying that the DNS server is operating  |
|            |                         |                          |                      | correctly. Security Fix(es): * A denial of      |
|            |                         |                          |                      | service flaw was found in the way BIND handled  |
|            |                         |                          |                      | query responses when both DNS64 and RPZ were    |
|            |                         |                          |                      | used. A remote attacker could use this flaw to  |
|            |                         |                          |                      | make named exit unexpectedly with an assertion  |
|            |                         |                          |                      | failure or a null pointer dereference via a     |
|            |                         |                          |                      | specially crafted DNS response. (CVE-2017-3135) |
|            |                         |                          |                      | Red Hat would like to thank ISC for reporting   |
|            |                         |                          |                      | this issue. Upstream acknowledges Ramesh        |
|            |                         |                          |                      | Damodaran (Infoblox) and Aliaksandr Shubnik     |
|            |                         |                          |                      | (Infoblox) as the original reporter.            |
|            |                         |                          |                      | https://access.redhat.com/errata/RHSA-2017:0276 |
+------------+-------------------------+--------------------------+----------------------+-------------------------------------------------+
| [1;31mUnapproved[0m | Medium RHSA-2019:2118   | glibc                    | 2.17-106.el7_2.6     | The glibc packages provide the standard C       |
|            |                         |                          |                      | libraries (libc), POSIX thread libraries        |
|            |                         |                          |                      | (libpthread), standard math libraries (libm),   |
|            |                         |                          |                      | and the name service cache daemon (nscd) used   |
|            |                         |                          |                      | by multiple programs on the system. Without     |
|            |                         |                          |                      | these libraries, the Linux system cannot        |
|            |                         |                          |                      | function correctly. Security Fix(es): * glibc:  |
|            |                         |                          |                      | getaddrinfo should reject IP addresses with     |
|            |                         |                          |                      | trailing characters (CVE-2016-10739) For more   |
|            |                         |                          |                      | details about the security issue(s), including  |
|            |                         |                          |                      | the impact, a CVSS score, acknowledgments,      |
|            |                         |                          |                      | and other related information, refer to         |
|            |                         |                          |                      | the CVE page(s) listed in the References        |
|            |                         |                          |                      | section. Additional Changes: For detailed       |
|            |                         |                          |                      | information on changes in this release, see     |
|            |                         |                          |                      | the Red Hat Enterprise Linux 7.7 Release        |
|            |                         |                          |                      | Notes linked from the References section.       |
|            |                         |                          |                      | https://access.redhat.com/errata/RHSA-2019:2118 |
+------------+-------------------------+--------------------------+----------------------+-------------------------------------------------+
| [1;31mUnapproved[0m | Medium RHSA-2018:3092   | glibc                    | 2.17-106.el7_2.6     | The glibc packages provide the standard C       |
|            |                         |                          |                      | libraries (libc), POSIX thread libraries        |
|            |                         |                          |                      | (libpthread), standard math libraries (libm),   |
|            |                         |                          |                      | and the name service cache daemon (nscd) used   |
|            |                         |                          |                      | by multiple programs on the system. Without     |
|            |                         |                          |                      | these libraries, the Linux system cannot        |
|            |                         |                          |                      | function correctly. Security Fix(es): * glibc:  |
|            |                         |                          |                      | Incorrect handling of RPATH in elf/dl-load.c    |
|            |                         |                          |                      | can be used to execute code loaded from         |
|            |                         |                          |                      | arbitrary libraries (CVE-2017-16997) * glibc:   |
|            |                         |                          |                      | Integer overflow in posix_memalign in memalign  |
|            |                         |                          |                      | functions (CVE-2018-6485) * glibc: Integer      |
|            |                         |                          |                      | overflow in stdlib/canonicalize.c on 32-bit     |
|            |                         |                          |                      | architectures leading to stack-based buffer     |
|            |                         |                          |                      | overflow (CVE-2018-11236) * glibc: Buffer       |
|            |                         |                          |                      | overflow in __mempcpy_avx512_no_vzeroupper      |
|            |                         |                          |                      | (CVE-2018-11237) For more details about the     |
|            |                         |                          |                      | security issue(s), including the impact, a CVSS |
|            |                         |                          |                      | score, and other related information, refer     |
|            |                         |                          |                      | to the CVE page(s) listed in the References     |
|            |                         |                          |                      | section. Additional Changes: For detailed       |
|            |                         |                          |                      | information on changes in this release, see     |
|            |                         |                          |                      | the Red Hat Enterprise Linux 7.6 Release        |
|            |                         |                          |                      | Notes linked from the References section.       |
|            |                         |                          |                      | https://access.redhat.com/errata/RHSA-2018:3092 |
+------------+-------------------------+--------------------------+----------------------+-------------------------------------------------+
| [1;31mUnapproved[0m | Medium RHSA-2019:2057   | bind-license             | 32:9.9.4-29.el7_2.3  | The Berkeley Internet Name Domain (BIND) is     |
|            |                         |                          |                      | an implementation of the Domain Name System     |
|            |                         |                          |                      | (DNS) protocols. BIND includes a DNS server     |
|            |                         |                          |                      | (named); a resolver library (routines for       |
|            |                         |                          |                      | applications to use when interfacing with       |
|            |                         |                          |                      | DNS); and tools for verifying that the DNS      |
|            |                         |                          |                      | server is operating correctly. The following    |
|            |                         |                          |                      | packages have been upgraded to a later upstream |
