+------------+-----------------------+-----------------------------+------------------------+------------------------------------------------------------+
| STATUS     | CVE SEVERITY          | PACKAGE NAME                | PACKAGE VERSION        | CVE DESCRIPTION                                            |
|            |                       |                             |                        | DNS); and tools for verifying that the DNS server is       |
|            |                       |                             |                        | operating correctly. Security Fix(es): * bind: Crash       |
|            |                       |                             |                        | from assertion error when debug log level is 10 and        |
|            |                       |                             |                        | log entries meet buffer boundary (CVE-2018-5742) For       |
|            |                       |                             |                        | more details about the security issue(s), including the    |
|            |                       |                             |                        | impact, a CVSS score, and other related information, refer |
|            |                       |                             |                        | to the CVE page(s) listed in the References section.       |
|            |                       |                             |                        | https://access.redhat.com/errata/RHSA-2019:0194            |
+------------+-----------------------+-----------------------------+------------------------+------------------------------------------------------------+
| [1;31mUnapproved[0m | Medium RHSA-2018:3052 | wget                        | 1.14-15.el7_4.1        | The wget packages provide the GNU Wget file retrieval      |
|            |                       |                             |                        | utility for HTTP, HTTPS, and FTP protocols. Security       |
|            |                       |                             |                        | Fix(es): * wget: Cookie injection allows malicious         |
|            |                       |                             |                        | website to write arbitrary cookie entries into             |
|            |                       |                             |                        | cookie jar (CVE-2018-0494) For more details about          |
|            |                       |                             |                        | the security issue(s), including the impact, a CVSS        |
|            |                       |                             |                        | score, and other related information, refer to the CVE     |
|            |                       |                             |                        | page(s) listed in the References section. Additional       |
|            |                       |                             |                        | Changes: For detailed information on changes in            |
|            |                       |                             |                        | this release, see the Red Hat Enterprise Linux 7.6         |
|            |                       |                             |                        | Release Notes linked from the References section.          |
|            |                       |                             |                        | https://access.redhat.com/errata/RHSA-2018:3052            |
+------------+-----------------------+-----------------------------+------------------------+------------------------------------------------------------+
| [1;31mUnapproved[0m | Medium RHSA-2018:2123 | python                      | 2.7.5-58.el7           | Python is an interpreted, interactive, object-oriented     |
|            |                       |                             |                        | programming language, which includes modules, classes,     |
|            |                       |                             |                        | exceptions, very high level dynamic data types and dynamic |
|            |                       |                             |                        | typing. Python supports interfaces to many system calls    |
|            |                       |                             |                        | and libraries, as well as to various windowing systems.    |
|            |                       |                             |                        | Security Fix(es): * A flaw was found in the way the        |
|            |                       |                             |                        | DES/3DES cipher was used as part of the TLS/SSL protocol.  |
|            |                       |                             |                        | A man-in-the-middle attacker could use this flaw to        |
|            |                       |                             |                        | recover some plaintext data by capturing large amounts     |
|            |                       |                             |                        | of encrypted traffic between TLS/SSL server and client     |
|            |                       |                             |                        | if the communication used a DES/3DES based ciphersuite.    |
|            |                       |                             |                        | (CVE-2016-2183) Note: This update modifies the Python      |
|            |                       |                             |                        | ssl module to disable 3DES cipher suites by default.       |
|            |                       |                             |                        | Red Hat would like to thank OpenVPN for reporting this     |
|            |                       |                             |                        | issue. Upstream acknowledges Karthikeyan Bhargavan (Inria) |
|            |                       |                             |                        | and Gaëtan Leurent (Inria) as the original reporters.      |
|            |                       |                             |                        | https://access.redhat.com/errata/RHSA-2018:2123            |
+------------+-----------------------+-----------------------------+------------------------+------------------------------------------------------------+
| [1;31mUnapproved[0m | Medium RHSA-2019:2189 | procps-ng                   | 3.3.10-16.el7          | The procps-ng packages contain a set of system             |
|            |                       |                             |                        | utilities that provide system information, including       |
|            |                       |                             |                        | ps, free, skill, pkill, pgrep, snice, tload, top,          |
|            |                       |                             |                        | uptime, vmstat, w, watch, and pwdx. Security Fix(es):      |
|            |                       |                             |                        | * procps-ng, procps: Local privilege escalation            |
|            |                       |                             |                        | in top (CVE-2018-1122) For more details about the          |
|            |                       |                             |                        | security issue(s), including the impact, a CVSS score,     |
|            |                       |                             |                        | acknowledgments, and other related information, refer      |
|            |                       |                             |                        | to the CVE page(s) listed in the References section.       |
|            |                       |                             |                        | Additional Changes: For detailed information on changes    |
|            |                       |                             |                        | in this release, see the Red Hat Enterprise Linux 7.7      |
|            |                       |                             |                        | Release Notes linked from the References section.          |
|            |                       |                             |                        | https://access.redhat.com/errata/RHSA-2019:2189            |
+------------+-----------------------+-----------------------------+------------------------+------------------------------------------------------------+
| [1;31mUnapproved[0m | Medium RHSA-2018:3041 | python                      | 2.7.5-58.el7           | Python is an interpreted, interactive, object-oriented     |
|            |                       |                             |                        | programming language, which includes modules, classes,     |
|            |                       |                             |                        | exceptions, very high level dynamic data types and dynamic |
|            |                       |                             |                        | typing. Python supports interfaces to many system calls    |
|            |                       |                             |                        | and libraries, as well as to various windowing systems.    |
|            |                       |                             |                        | Security Fix(es): * python: DOS via regular expression     |
|            |                       |                             |                        | backtracking in difflib.IS_LINE_JUNK method in difflib     |
|            |                       |                             |                        | (CVE-2018-1061) * python: DOS via regular expression       |
|            |                       |                             |                        | catastrophic backtracking in apop() method in pop3lib      |
|            |                       |                             |                        | (CVE-2018-1060) For more details about the security        |
|            |                       |                             |                        | issue(s), including the impact, a CVSS score, and other    |
|            |                       |                             |                        | related information, refer to the CVE page(s) listed       |
|            |                       |                             |                        | in the References section. Red Hat would like to thank     |
|            |                       |                             |                        | the Python security response team for reporting these      |
|            |                       |                             |                        | issues. Additional Changes: For detailed information on    |
|            |                       |                             |                        | changes in this release, see the Red Hat Enterprise Linux  |
|            |                       |                             |                        | 7.6 Release Notes linked from the References section.      |
|            |                       |                             |                        | https://access.redhat.com/errata/RHSA-2018:3041            |
+------------+-----------------------+-----------------------------+------------------------+------------------------------------------------------------+
| [1;31mUnapproved[0m | Medium RHSA-2018:0805 | glibc-common                | 2.17-196.el7_4.2       | The glibc packages provide the standard C libraries        |
|            |                       |                             |                        | (libc), POSIX thread libraries (libpthread), standard math |
|            |                       |                             |                        | libraries (libm), and the name service cache daemon (nscd) |
|            |                       |                             |                        | used by multiple programs on the system. Without these     |
|            |                       |                             |                        | libraries, the Linux system cannot function correctly.     |
|            |                       |                             |                        | Security Fix(es): * glibc: realpath() buffer underflow     |
|            |                       |                             |                        | when getcwd() returns relative path allows privilege       |
|            |                       |                             |                        | escalation (CVE-2018-1000001) * glibc: Buffer overflow     |
|            |                       |                             |                        | in glob with GLOB_TILDE (CVE-2017-15670) * glibc: Buffer   |
|            |                       |                             |                        | overflow during unescaping of user names with the ~        |
|            |                       |                             |                        | operator (CVE-2017-15804) * glibc: denial of service       |
|            |                       |                             |                        | in getnetbyname function (CVE-2014-9402) * glibc: DNS      |
|            |                       |                             |                        | resolver NULL pointer dereference with crafted record      |
|            |                       |                             |                        | type (CVE-2015-5180) * glibc: Fragmentation attacks        |
|            |                       |                             |                        | possible when EDNS0 is enabled (CVE-2017-12132) For        |
|            |                       |                             |                        | more details about the security issue(s), including the    |
|            |                       |                             |                        | impact, a CVSS score, and other related information,       |
|            |                       |                             |                        | refer to the CVE page(s) listed in the References          |
|            |                       |                             |                        | section. Red Hat would like to thank halfdog for           |
|            |                       |                             |                        | reporting CVE-2018-1000001. The CVE-2015-5180 issue was    |
|            |                       |                             |                        | discovered by Florian Weimer (Red Hat Product Security).   |
|            |                       |                             |                        | Additional Changes: For detailed information on changes    |
|            |                       |                             |                        | in this release, see the Red Hat Enterprise Linux 7.5      |
|            |                       |                             |                        | Release Notes linked from the References section.          |
|            |                       |                             |                        | https://access.redhat.com/errata/RHSA-2018:0805            |
+------------+-----------------------+-----------------------------+------------------------+------------------------------------------------------------+
| [1;31mUnapproved[0m | Medium RHSA-2019:2118 | glibc-common                | 2.17-196.el7_4.2       | The glibc packages provide the standard C libraries        |
|            |                       |                             |                        | (libc), POSIX thread libraries (libpthread), standard      |
|            |                       |                             |                        | math libraries (libm), and the name service cache          |
|            |                       |                             |                        | daemon (nscd) used by multiple programs on the             |
|            |                       |                             |                        | system. Without these libraries, the Linux system          |
|            |                       |                             |                        | cannot function correctly. Security Fix(es): * glibc:      |
|            |                       |                             |                        | getaddrinfo should reject IP addresses with trailing       |
|            |                       |                             |                        | characters (CVE-2016-10739) For more details about the     |
|            |                       |                             |                        | security issue(s), including the impact, a CVSS score,     |
|            |                       |                             |                        | acknowledgments, and other related information, refer      |
|            |                       |                             |                        | to the CVE page(s) listed in the References section.       |
|            |                       |                             |                        | Additional Changes: For detailed information on changes    |
|            |                       |                             |                        | in this release, see the Red Hat Enterprise Linux 7.7      |
|            |                       |                             |                        | Release Notes linked from the References section.          |
|            |                       |                             |                        | https://access.redhat.com/errata/RHSA-2019:2118            |
+------------+-----------------------+-----------------------------+------------------------+------------------------------------------------------------+
| [1;31mUnapproved[0m | Medium RHSA-2018:3092 | glibc-common                | 2.17-196.el7_4.2       | The glibc packages provide the standard C libraries        |
|            |                       |                             |                        | (libc), POSIX thread libraries (libpthread), standard      |
|            |                       |                             |                        | math libraries (libm), and the name service cache          |
|            |                       |                             |                        | daemon (nscd) used by multiple programs on the             |
|            |                       |                             |                        | system. Without these libraries, the Linux system          |
|            |                       |                             |                        | cannot function correctly. Security Fix(es): * glibc:      |
|            |                       |                             |                        | Incorrect handling of RPATH in elf/dl-load.c can be        |
|            |                       |                             |                        | used to execute code loaded from arbitrary libraries       |
|            |                       |                             |                        | (CVE-2017-16997) * glibc: Integer overflow in              |
|            |                       |                             |                        | posix_memalign in memalign functions (CVE-2018-6485)       |
|            |                       |                             |                        | * glibc: Integer overflow in stdlib/canonicalize.c         |
|            |                       |                             |                        | on 32-bit architectures leading to stack-based buffer      |
|            |                       |                             |                        | overflow (CVE-2018-11236) * glibc: Buffer overflow in      |
|            |                       |                             |                        | __mempcpy_avx512_no_vzeroupper (CVE-2018-11237) For        |
|            |                       |                             |                        | more details about the security issue(s), including the    |
|            |                       |                             |                        | impact, a CVSS score, and other related information,       |
|            |                       |                             |                        | refer to the CVE page(s) listed in the References section. |
|            |                       |                             |                        | Additional Changes: For detailed information on changes    |
|            |                       |                             |                        | in this release, see the Red Hat Enterprise Linux 7.6      |
|            |                       |                             |                        | Release Notes linked from the References section.          |
|            |                       |                             |                        | https://access.redhat.com/errata/RHSA-2018:3092            |
+------------+-----------------------+-----------------------------+------------------------+------------------------------------------------------------+
| [1;31mUnapproved[0m | Medium RHSA-2018:0805 | glibc-headers               | 2.17-196.el7_4.2       | The glibc packages provide the standard C libraries        |
|            |                       |                             |                        | (libc), POSIX thread libraries (libpthread), standard math |
|            |                       |                             |                        | libraries (libm), and the name service cache daemon (nscd) |
|            |                       |                             |                        | used by multiple programs on the system. Without these     |
|            |                       |                             |                        | libraries, the Linux system cannot function correctly.     |
|            |                       |                             |                        | Security Fix(es): * glibc: realpath() buffer underflow     |
|            |                       |                             |                        | when getcwd() returns relative path allows privilege       |
|            |                       |                             |                        | escalation (CVE-2018-1000001) * glibc: Buffer overflow     |
|            |                       |                             |                        | in glob with GLOB_TILDE (CVE-2017-15670) * glibc: Buffer   |
|            |                       |                             |                        | overflow during unescaping of user names with the ~        |
|            |                       |                             |                        | operator (CVE-2017-15804) * glibc: denial of service       |
|            |                       |                             |                        | in getnetbyname function (CVE-2014-9402) * glibc: DNS      |
|            |                       |                             |                        | resolver NULL pointer dereference with crafted record      |
|            |                       |                             |                        | type (CVE-2015-5180) * glibc: Fragmentation attacks        |
|            |                       |                             |                        | possible when EDNS0 is enabled (CVE-2017-12132) For        |
|            |                       |                             |                        | more details about the security issue(s), including the    |
|            |                       |                             |                        | impact, a CVSS score, and other related information,       |
|            |                       |                             |                        | refer to the CVE page(s) listed in the References          |
|            |                       |                             |                        | section. Red Hat would like to thank halfdog for           |
|            |                       |                             |                        | reporting CVE-2018-1000001. The CVE-2015-5180 issue was    |
|            |                       |                             |                        | discovered by Florian Weimer (Red Hat Product Security).   |
|            |                       |                             |                        | Additional Changes: For detailed information on changes    |
|            |                       |                             |                        | in this release, see the Red Hat Enterprise Linux 7.5      |
|            |                       |                             |                        | Release Notes linked from the References section.          |
|            |                       |                             |                        | https://access.redhat.com/errata/RHSA-2018:0805            |
+------------+-----------------------+-----------------------------+------------------------+------------------------------------------------------------+
| [1;31mUnapproved[0m | Medium RHSA-2018:0805 | glibc-devel                 | 2.17-196.el7_4.2       | The glibc packages provide the standard C libraries        |
|            |                       |                             |                        | (libc), POSIX thread libraries (libpthread), standard math |
|            |                       |                             |                        | libraries (libm), and the name service cache daemon (nscd) |
|            |                       |                             |                        | used by multiple programs on the system. Without these     |
|            |                       |                             |                        | libraries, the Linux system cannot function correctly.     |
|            |                       |                             |                        | Security Fix(es): * glibc: realpath() buffer underflow     |
|            |                       |                             |                        | when getcwd() returns relative path allows privilege       |
|            |                       |                             |                        | escalation (CVE-2018-1000001) * glibc: Buffer overflow     |
|            |                       |                             |                        | in glob with GLOB_TILDE (CVE-2017-15670) * glibc: Buffer   |
|            |                       |                             |                        | overflow during unescaping of user names with the ~        |
|            |                       |                             |                        | operator (CVE-2017-15804) * glibc: denial of service       |
|            |                       |                             |                        | in getnetbyname function (CVE-2014-9402) * glibc: DNS      |
|            |                       |                             |                        | resolver NULL pointer dereference with crafted record      |
|            |                       |                             |                        | type (CVE-2015-5180) * glibc: Fragmentation attacks        |
|            |                       |                             |                        | possible when EDNS0 is enabled (CVE-2017-12132) For        |
|            |                       |                             |                        | more details about the security issue(s), including the    |
|            |                       |                             |                        | impact, a CVSS score, and other related information,       |
|            |                       |                             |                        | refer to the CVE page(s) listed in the References          |
|            |                       |                             |                        | section. Red Hat would like to thank halfdog for           |
|            |                       |                             |                        | reporting CVE-2018-1000001. The CVE-2015-5180 issue was    |
|            |                       |                             |                        | discovered by Florian Weimer (Red Hat Product Security).   |
|            |                       |                             |                        | Additional Changes: For detailed information on changes    |
|            |                       |                             |                        | in this release, see the Red Hat Enterprise Linux 7.5      |
|            |                       |                             |                        | Release Notes linked from the References section.          |
|            |                       |                             |                        | https://access.redhat.com/errata/RHSA-2018:0805            |
+------------+-----------------------+-----------------------------+------------------------+------------------------------------------------------------+
| [1;31mUnapproved[0m | Medium RHSA-2019:2118 | glibc-devel                 | 2.17-196.el7_4.2       | The glibc packages provide the standard C libraries        |
|            |                       |                             |                        | (libc), POSIX thread libraries (libpthread), standard      |
|            |                       |                             |                        | math libraries (libm), and the name service cache          |
|            |                       |                             |                        | daemon (nscd) used by multiple programs on the             |
|            |                       |                             |                        | system. Without these libraries, the Linux system          |
|            |                       |                             |                        | cannot function correctly. Security Fix(es): * glibc:      |
|            |                       |                             |                        | getaddrinfo should reject IP addresses with trailing       |
|            |                       |                             |                        | characters (CVE-2016-10739) For more details about the     |
|            |                       |                             |                        | security issue(s), including the impact, a CVSS score,     |
|            |                       |                             |                        | acknowledgments, and other related information, refer      |
|            |                       |                             |                        | to the CVE page(s) listed in the References section.       |
|            |                       |                             |                        | Additional Changes: For detailed information on changes    |
|            |                       |                             |                        | in this release, see the Red Hat Enterprise Linux 7.7      |
|            |                       |                             |                        | Release Notes linked from the References section.          |
|            |                       |                             |                        | https://access.redhat.com/errata/RHSA-2019:2118            |
+------------+-----------------------+-----------------------------+------------------------+------------------------------------------------------------+
| [1;31mUnapproved[0m | Medium RHSA-2018:3092 | glibc-devel                 | 2.17-196.el7_4.2       | The glibc packages provide the standard C libraries        |
|            |                       |                             |                        | (libc), POSIX thread libraries (libpthread), standard      |
|            |                       |                             |                        | math libraries (libm), and the name service cache          |
|            |                       |                             |                        | daemon (nscd) used by multiple programs on the             |
|            |                       |                             |                        | system. Without these libraries, the Linux system          |
|            |                       |                             |                        | cannot function correctly. Security Fix(es): * glibc:      |
|            |                       |                             |                        | Incorrect handling of RPATH in elf/dl-load.c can be        |
|            |                       |                             |                        | used to execute code loaded from arbitrary libraries       |
|            |                       |                             |                        | (CVE-2017-16997) * glibc: Integer overflow in              |
|            |                       |                             |                        | posix_memalign in memalign functions (CVE-2018-6485)       |
|            |                       |                             |                        | * glibc: Integer overflow in stdlib/canonicalize.c         |
|            |                       |                             |                        | on 32-bit architectures leading to stack-based buffer      |
|            |                       |                             |                        | overflow (CVE-2018-11236) * glibc: Buffer overflow in      |
|            |                       |                             |                        | __mempcpy_avx512_no_vzeroupper (CVE-2018-11237) For        |
|            |                       |                             |                        | more details about the security issue(s), including the    |
|            |                       |                             |                        | impact, a CVSS score, and other related information,       |
|            |                       |                             |                        | refer to the CVE page(s) listed in the References section. |
|            |                       |                             |                        | Additional Changes: For detailed information on changes    |
|            |                       |                             |                        | in this release, see the Red Hat Enterprise Linux 7.6      |
|            |                       |                             |                        | Release Notes linked from the References section.          |
|            |                       |                             |                        | https://access.redhat.com/errata/RHSA-2018:3092            |
+------------+-----------------------+-----------------------------+------------------------+------------------------------------------------------------+
| [1;31mUnapproved[0m | Medium RHSA-2019:2030 | python                      | 2.7.5-58.el7           | Python is an interpreted, interactive, object-oriented     |
|            |                       |                             |                        | programming language, which includes modules, classes,     |
|            |                       |                             |                        | exceptions, very high level dynamic data types and         |
|            |                       |                             |                        | dynamic typing. Python supports interfaces to many system  |
|            |                       |                             |                        | calls and libraries, as well as to various windowing       |
|            |                       |                             |                        | systems. Security Fix(es): * python: Missing salt          |
|            |                       |                             |                        | initialization in _elementtree.c module (CVE-2018-14647)   |
|            |                       |                             |                        | * python: NULL pointer dereference using a specially       |
|            |                       |                             |                        | crafted X509 certificate (CVE-2019-5010) * python:         |
|            |                       |                             |                        | CRLF injection via the query part of the url passed        |
|            |                       |                             |                        | to urlopen() (CVE-2019-9740) * python: CRLF injection      |
|            |                       |                             |                        | via the path part of the url passed to urlopen()           |
|            |                       |                             |                        | (CVE-2019-9947) * python: Undocumented local_file          |
|            |                       |                             |                        | protocol allows remote attackers to bypass protection      |
|            |                       |                             |                        | mechanisms (CVE-2019-9948) For more details about the      |
|            |                       |                             |                        | security issue(s), including the impact, a CVSS score,     |
|            |                       |                             |                        | acknowledgments, and other related information, refer      |
|            |                       |                             |                        | to the CVE page(s) listed in the References section.       |
|            |                       |                             |                        | Additional Changes: For detailed information on changes    |
|            |                       |                             |                        | in this release, see the Red Hat Enterprise Linux 7.7      |
|            |                       |                             |                        | Release Notes linked from the References section.          |
|            |                       |                             |                        | https://access.redhat.com/errata/RHSA-2019:2030            |
+------------+-----------------------+-----------------------------+------------------------+------------------------------------------------------------+
| [1;31mUnapproved[0m | Medium RHSA-2019:2118 | glibc-headers               | 2.17-196.el7_4.2       | The glibc packages provide the standard C libraries        |
|            |                       |                             |                        | (libc), POSIX thread libraries (libpthread), standard      |
|            |                       |                             |                        | math libraries (libm), and the name service cache          |
|            |                       |                             |                        | daemon (nscd) used by multiple programs on the             |
|            |                       |                             |                        | system. Without these libraries, the Linux system          |
|            |                       |                             |                        | cannot function correctly. Security Fix(es): * glibc:      |
|            |                       |                             |                        | getaddrinfo should reject IP addresses with trailing       |
|            |                       |                             |                        | characters (CVE-2016-10739) For more details about the     |
|            |                       |                             |                        | security issue(s), including the impact, a CVSS score,     |
|            |                       |                             |                        | acknowledgments, and other related information, refer      |
|            |                       |                             |                        | to the CVE page(s) listed in the References section.       |
|            |                       |                             |                        | Additional Changes: For detailed information on changes    |
|            |                       |                             |                        | in this release, see the Red Hat Enterprise Linux 7.7      |
|            |                       |                             |                        | Release Notes linked from the References section.          |
|            |                       |                             |                        | https://access.redhat.com/errata/RHSA-2019:2118            |
+------------+-----------------------+-----------------------------+------------------------+------------------------------------------------------------+
| [1;31mUnapproved[0m | Medium RHSA-2018:3092 | glibc-headers               | 2.17-196.el7_4.2       | The glibc packages provide the standard C libraries        |
|            |                       |                             |                        | (libc), POSIX thread libraries (libpthread), standard      |
|            |                       |                             |                        | math libraries (libm), and the name service cache          |
|            |                       |                             |                        | daemon (nscd) used by multiple programs on the             |
|            |                       |                             |                        | system. Without these libraries, the Linux system          |
|            |                       |                             |                        | cannot function correctly. Security Fix(es): * glibc:      |
|            |                       |                             |                        | Incorrect handling of RPATH in elf/dl-load.c can be        |
|            |                       |                             |                        | used to execute code loaded from arbitrary libraries       |
|            |                       |                             |                        | (CVE-2017-16997) * glibc: Integer overflow in              |
|            |                       |                             |                        | posix_memalign in memalign functions (CVE-2018-6485)       |
|            |                       |                             |                        | * glibc: Integer overflow in stdlib/canonicalize.c         |
|            |                       |                             |                        | on 32-bit architectures leading to stack-based buffer      |
|            |                       |                             |                        | overflow (CVE-2018-11236) * glibc: Buffer overflow in      |
|            |                       |                             |                        | __mempcpy_avx512_no_vzeroupper (CVE-2018-11237) For        |
|            |                       |                             |                        | more details about the security issue(s), including the    |
|            |                       |                             |                        | impact, a CVSS score, and other related information,       |
|            |                       |                             |                        | refer to the CVE page(s) listed in the References section. |
|            |                       |                             |                        | Additional Changes: For detailed information on changes    |
|            |                       |                             |                        | in this release, see the Red Hat Enterprise Linux 7.6      |
|            |                       |                             |                        | Release Notes linked from the References section.          |
|            |                       |                             |                        | https://access.redhat.com/errata/RHSA-2018:3092            |
+------------+-----------------------+-----------------------------+------------------------+------------------------------------------------------------+
| [1;31mUnapproved[0m | Medium RHSA-2018:3157 | libcurl                     | 7.29.0-42.el7_4.1      | The curl packages provide the libcurl library and the      |
|            |                       |                             |                        | curl utility for downloading files from servers using      |
