Vulnerability,Package,Version
,libqt4-network,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqt4-qt3support,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqt4-script,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqt4-sql,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqt4-sql-mysql,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqt4-svg,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqt4-xml,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqtcore4,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqtdbus4,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqtgui4,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,qdbus,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,qtcore4-l10n,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
CVE-2018-19872,libqt4-dbus,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqt4-designer,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqt4-network,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqt4-qt3support,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqt4-script,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqt4-sql,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqt4-sql-mysql,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqt4-svg,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqt4-xml,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqtcore4,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqtdbus4,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqtgui4,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,qdbus,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,qtcore4-l10n,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
CVE-2018-19873,libqt4-dbus,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqt4-designer,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqt4-network,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqt4-qt3support,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqt4-script,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqt4-sql,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqt4-sql-mysql,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqt4-svg,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqt4-xml,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqtcore4,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqtdbus4,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqtgui4,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,qdbus,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,qtcore4-l10n,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
CVE-2018-19931,binutils,2.25-5+deb8u1-
CVE-2018-19932,binutils,2.25-5+deb8u1-
CVE-2018-20001,libavcodec56,6:11.12-1~deb8u1-
,libavformat56,6:11.12-1~deb8u1-
,libavresample2,6:11.12-1~deb8u1-
,libavutil54,6:11.12-1~deb8u1-
,libswscale3,6:11.12-1~deb8u1-
CVE-2018-20002,binutils,2.25-5+deb8u1-
CVE-2018-20217,libgssapi-krb5-2,1.12.1+dfsg-19+deb8u4-
,libk5crypto3,1.12.1+dfsg-19+deb8u4-
,libkrb5-3,1.12.1+dfsg-19+deb8u4-
,libkrb5support0,1.12.1+dfsg-19+deb8u4-
CVE-2018-20346,libsqlite3-0,3.8.7.1-1+deb8u2-
CVE-2018-20505,libsqlite3-0,3.8.7.1-1+deb8u2-
CVE-2018-20506,libsqlite3-0,3.8.7.1-1+deb8u2-
CVE-2018-20623,binutils,2.25-5+deb8u1-
CVE-2018-20651,binutils,2.25-5+deb8u1-
CVE-2018-20671,binutils,2.25-5+deb8u1-
CVE-2018-20673,binutils,2.25-5+deb8u1-
CVE-2018-20712,binutils,2.25-5+deb8u1-
CVE-2018-20796,libc-bin,2.19-18+deb8u10-
,libc-dev-bin,2.19-18+deb8u10-
,libc6,2.19-18+deb8u10-
,libc6-dev,2.19-18+deb8u10-
,multiarch-support,2.19-18+deb8u10-
CVE-2018-20839,systemd,215-17+deb8u7-
CVE-2018-20843,libexpat1,2.1.0-6+deb8u4-
CVE-2018-20852,python2.7,2.7.9-2+deb8u1-
CVE-2018-1000001,libc-bin,2.19-18+deb8u10-
,libc-dev-bin,2.19-18+deb8u10-
,libc6,2.19-18+deb8u10-
,libc6-dev,2.19-18+deb8u10-
,multiarch-support,2.19-18+deb8u10-
CVE-2018-1000030,python2.7,2.7.9-2+deb8u1-
CVE-2018-1000035,unzip,6.0-16+deb8u3-
CVE-2018-1000222,libgd3,2.1.0-5+deb8u11-
CVE-2018-1000654,libtasn1-6,4.2-3+deb8u3-
CVE-2018-1000802,python2.7,2.7.9-2+deb8u1-
CVE-2018-1000876,binutils,2.25-5+deb8u1-
CVE-2018-1999010,libavcodec56,6:11.12-1~deb8u1-
,libavformat56,6:11.12-1~deb8u1-
,libavresample2,6:11.12-1~deb8u1-
,libavutil54,6:11.12-1~deb8u1-
,libswscale3,6:11.12-1~deb8u1-
CVE-2018-1999012,libavcodec56,6:11.12-1~deb8u1-
,libavformat56,6:11.12-1~deb8u1-
,libavresample2,6:11.12-1~deb8u1-
,libavutil54,6:11.12-1~deb8u1-
,libswscale3,6:11.12-1~deb8u1-
CVE-2019-1543,openssl,1.0.1t-1+deb8u8-
CVE-2019-1547,openssl,1.0.1t-1+deb8u8-
CVE-2019-1559,openssl,1.0.1t-1+deb8u8-
CVE-2019-1563,openssl,1.0.1t-1+deb8u8-
CVE-2019-2180,libcups2,1.7.5-11+deb8u2-
CVE-2019-3462,apt,1.0.9.8.4-
CVE-2019-3815,systemd,215-17+deb8u7-
CVE-2019-3822,curl,7.38.0-4+deb8u11-
CVE-2019-3823,curl,7.38.0-4+deb8u11-
CVE-2019-3842,systemd,215-17+deb8u7-
CVE-2019-3855,libssh2-1,1.4.3-4.1+deb8u1-
CVE-2019-3856,libssh2-1,1.4.3-4.1+deb8u1-
CVE-2019-3857,libssh2-1,1.4.3-4.1+deb8u1-
CVE-2019-3858,libssh2-1,1.4.3-4.1+deb8u1-
CVE-2019-3859,libssh2-1,1.4.3-4.1+deb8u1-
CVE-2019-3860,libssh2-1,1.4.3-4.1+deb8u1-
CVE-2019-3861,libssh2-1,1.4.3-4.1+deb8u1-
CVE-2019-3862,libssh2-1,1.4.3-4.1+deb8u1-
CVE-2019-3863,libssh2-1,1.4.3-4.1+deb8u1-
CVE-2019-5010,python2.7,2.7.9-2+deb8u1-
CVE-2019-5094,e2fsprogs,1.42.12-2+b1-
CVE-2019-5436,curl,7.38.0-4+deb8u11-
CVE-2019-5482,curl,7.38.0-4+deb8u11-
CVE-2019-5737,nodejs,10.5.0-1nodesource1-
CVE-2019-5739,nodejs,10.5.0-1nodesource1-
CVE-2019-5827,libsqlite3-0,3.8.7.1-1+deb8u2-
CVE-2019-5953,wget,1.16-1+deb8u5-
CVE-2019-6128,libtiff5,4.0.3-12.3+deb8u5-
CVE-2019-6129,libpng12-0,1.2.50-2+deb8u3-
CVE-2019-6454,systemd,215-17+deb8u7-
CVE-2019-6465,libdns-export100,1:9.9.5.dfsg-9+deb8u15-
,libirs-export91,1:9.9.5.dfsg-9+deb8u15-
,libisc-export95,1:9.9.5.dfsg-9+deb8u15-
,libisccfg-export90,1:9.9.5.dfsg-9+deb8u15-
CVE-2019-6470,isc-dhcp-client,4.3.1-6+deb8u3-
,isc-dhcp-common,4.3.1-6+deb8u3-
CVE-2019-6488,libc-bin,2.19-18+deb8u10-
,libc-dev-bin,2.19-18+deb8u10-
,libc6,2.19-18+deb8u10-
,libc6-dev,2.19-18+deb8u10-
,multiarch-support,2.19-18+deb8u10-
CVE-2019-6978,libgd3,2.1.0-5+deb8u11-
CVE-2019-7309,libc-bin,2.19-18+deb8u10-
,libc-dev-bin,2.19-18+deb8u10-
,libc6,2.19-18+deb8u10-
,libc6-dev,2.19-18+deb8u10-
,multiarch-support,2.19-18+deb8u10-
CVE-2019-7663,libtiff5,4.0.3-12.3+deb8u5-
CVE-2019-8397,libhdf5-8,1.8.13+docs-15+deb8u1-
CVE-2019-8457,libsqlite3-0,3.8.7.1-1+deb8u2-
CVE-2019-8675,libcups2,1.7.5-11+deb8u2-
CVE-2019-8696,libcups2,1.7.5-11+deb8u2-
CVE-2019-8905,file,1:5.22+15-2+deb8u4-
CVE-2019-8907,file,1:5.22+15-2+deb8u4-
CVE-2019-9070,binutils,2.25-5+deb8u1-
CVE-2019-9071,binutils,2.25-5+deb8u1-
CVE-2019-9073,binutils,2.25-5+deb8u1-
CVE-2019-9074,binutils,2.25-5+deb8u1-
CVE-2019-9075,binutils,2.25-5+deb8u1-
CVE-2019-9077,binutils,2.25-5+deb8u1-
CVE-2019-9151,libhdf5-8,1.8.13+docs-15+deb8u1-
CVE-2019-9152,libhdf5-8,1.8.13+docs-15+deb8u1-
CVE-2019-9169,libc-bin,2.19-18+deb8u10-
,libc-dev-bin,2.19-18+deb8u10-
,libc6,2.19-18+deb8u10-
,libc6-dev,2.19-18+deb8u10-
,multiarch-support,2.19-18+deb8u10-
CVE-2019-9192,libc-bin,2.19-18+deb8u10-
,libc-dev-bin,2.19-18+deb8u10-
,libc6,2.19-18+deb8u10-
,libc6-dev,2.19-18+deb8u10-
,multiarch-support,2.19-18+deb8u10-
CVE-2019-9193,libpq5,9.4.18-0+deb8u1-
CVE-2019-9636,python2.7,2.7.9-2+deb8u1-
CVE-2019-9704,cron,3.0pl1-127+deb8u1-
CVE-2019-9705,cron,3.0pl1-127+deb8u1-
CVE-2019-9706,cron,3.0pl1-127+deb8u1-
CVE-2019-9740,python2.7,2.7.9-2+deb8u1-
CVE-2019-9923,tar,1.29b-1.1~nd80+1-
CVE-2019-9924,bash,4.3-11+deb8u1-
CVE-2019-9936,libsqlite3-0,3.8.7.1-1+deb8u2-
CVE-2019-9937,libsqlite3-0,3.8.7.1-1+deb8u2-
CVE-2019-9947,python2.7,2.7.9-2+deb8u1-
CVE-2019-9948,python2.7,2.7.9-2+deb8u1-
CVE-2019-10208,libpq5,9.4.18-0+deb8u1-
CVE-2019-11338,libavcodec56,6:11.12-1~deb8u1-
,libavformat56,6:11.12-1~deb8u1-
,libavresample2,6:11.12-1~deb8u1-
,libavutil54,6:11.12-1~deb8u1-
,libswscale3,6:11.12-1~deb8u1-
CVE-2019-12450,libglib2.0-0,2.42.1-1+b1-
,libglib2.0-data,2.42.1-1-
CVE-2019-12749,dbus,1.8.22-0+deb8u1-
CVE-2019-12900,bzip2,1.0.6-7+b3-
CVE-2019-12972,binutils,2.25-5+deb8u1-
CVE-2019-13012,libglib2.0-0,2.42.1-1+b1-
,libglib2.0-data,2.42.1-1-
CVE-2019-13057,libldap-2.4-2,2.4.40+dfsg-1+deb8u4-
CVE-2019-13115,libssh2-1,1.4.3-4.1+deb8u1-
CVE-2019-13232,unzip,6.0-16+deb8u3-
CVE-2019-13565,libldap-2.4-2,2.4.40+dfsg-1+deb8u4-
CVE-2019-13627,libgcrypt20,1.6.3-2+deb8u4-
CVE-2019-14250,binutils,2.25-5+deb8u1-
CVE-2019-14371,libavcodec56,6:11.12-1~deb8u1-
,libavformat56,6:11.12-1~deb8u1-
,libavresample2,6:11.12-1~deb8u1-
,libavutil54,6:11.12-1~deb8u1-
,libswscale3,6:11.12-1~deb8u1-
CVE-2019-14372,libavcodec56,6:11.12-1~deb8u1-
,libavformat56,6:11.12-1~deb8u1-
,libavresample2,6:11.12-1~deb8u1-
,libavutil54,6:11.12-1~deb8u1-
,libswscale3,6:11.12-1~deb8u1-
CVE-2019-14441,libavcodec56,6:11.12-1~deb8u1-
,libavformat56,6:11.12-1~deb8u1-
,libavresample2,6:11.12-1~deb8u1-
,libavutil54,6:11.12-1~deb8u1-
,libswscale3,6:11.12-1~deb8u1-
CVE-2019-14442,libavcodec56,6:11.12-1~deb8u1-
,libavformat56,6:11.12-1~deb8u1-
,libavresample2,6:11.12-1~deb8u1-
,libavutil54,6:11.12-1~deb8u1-
,libswscale3,6:11.12-1~deb8u1-
CVE-2019-14443,libavcodec56,6:11.12-1~deb8u1-
,libavformat56,6:11.12-1~deb8u1-
,libavresample2,6:11.12-1~deb8u1-
,libavutil54,6:11.12-1~deb8u1-
,libswscale3,6:11.12-1~deb8u1-
CVE-2019-14444,binutils,2.25-5+deb8u1-
CVE-2019-14973,libtiff5,4.0.3-12.3+deb8u5-
CVE-2019-15846,exim4,4.84.2-2+deb8u5-
CVE-2019-15903,libexpat1,2.1.0-6+deb8u4-
CVE-2019-16056,python2.7,2.7.9-2+deb8u1-
CVE-2019-16168,libsqlite3-0,3.8.7.1-1+deb8u2-
CVE-2019-1010022,libc-bin,2.19-18+deb8u10-
,libc-dev-bin,2.19-18+deb8u10-
,libc6,2.19-18+deb8u10-
,libc6-dev,2.19-18+deb8u10-
,multiarch-support,2.19-18+deb8u10-
CVE-2019-1010023,libc-bin,2.19-18+deb8u10-
,libc-dev-bin,2.19-18+deb8u10-
,libc6,2.19-18+deb8u10-
,libc6-dev,2.19-18+deb8u10-
,multiarch-support,2.19-18+deb8u10-
CVE-2019-1010024,libc-bin,2.19-18+deb8u10-
,libc-dev-bin,2.19-18+deb8u10-
,libc6,2.19-18+deb8u10-
,libc6-dev,2.19-18+deb8u10-
,multiarch-support,2.19-18+deb8u10-
CVE-2019-1010025,libc-bin,2.19-18+deb8u10-
,libc-dev-bin,2.19-18+deb8u10-
,libc6,2.19-18+deb8u10-
,libc6-dev,2.19-18+deb8u10-
,multiarch-support,2.19-18+deb8u10-
CVE-2019-1010180,binutils,2.25-5+deb8u1-
CVE-2019-1010204,binutils,2.25-5+deb8u1-
TEMP-0000000-1BAE4D,libgnutls-deb0-28,3.3.8-6+deb8u7-
,libgnutls-openssl27,3.3.8-6+deb8u7-
TEMP-0000000-96B2E9,libgcrypt20,1.6.3-2+deb8u4-
TEMP-0290435-0B57B5,tar,1.29b-1.1~nd80+1-
TEMP-0517018-A83CE6,initscripts,2.88dsf-59-
,sysv-rc,2.88dsf-59-
,sysvinit-utils,2.88dsf-59-
TEMP-0532514-9137E0,w3m,0.5.3-19+deb8u2-
TEMP-0560108-565B70,libqt4-dbus,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqt4-designer,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqt4-network,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqt4-qt3support,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqt4-script,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqt4-sql,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqt4-sql-mysql,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqt4-svg,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqt4-xml,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqtcore4,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqtdbus4,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqtgui4,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,qdbus,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,qtcore4-l10n,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
TEMP-0568486-B6FCB6,libqt4-dbus,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqt4-designer,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqt4-network,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqt4-qt3support,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqt4-script,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqt4-sql,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqt4-sql-mysql,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqt4-svg,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqt4-xml,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqtcore4,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqtdbus4,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,libqtgui4,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,qdbus,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
,qtcore4-l10n,4:4.8.6+git64-g5dc8b2b+dfsg-3+deb8u1-
TEMP-0628843-DBAD28,login,1:4.2-3+deb8u4-
,passwd,1:4.2-3+deb8u4-
TEMP-0769606-4AA6CF,perl,5.20.2-3+deb8u11-
TEMP-0786804-C23D2B,util-linux,2.25.2-6-
TEMP-0827564-93E4E3,libpcre3,2:8.35-3.3+deb8u4-
TEMP-0841856-B18BAF,bash,4.3-11+deb8u1-
TEMP-0846838-9738BD,libtiff5,4.0.3-12.3+deb8u5-
