+------------+-------------------------+--------------------------+-----------------------+-------------------------------------------------+
| STATUS     | CVE SEVERITY            | PACKAGE NAME             | PACKAGE VERSION       | CVE DESCRIPTION                                 |
|            |                         |                          |                       | pagetable: 000f “*pdpt = 0000000000000000       |
|            |                         |                          |                       | *pde = 0000000000000000”  RHEL 6 32bit          |
|            |                         |                          |                       | (BZ#1702782) * fs/binfmt_misc.c: do not allow   |
|            |                         |                          |                       | offset overflow [6.10.z] (BZ#1710149) * Wrong   |
|            |                         |                          |                       | spectre backport causing linux headers to break |
|            |                         |                          |                       | compilation of 3rd party packages (BZ#1722185)  |
|            |                         |                          |                       | https://access.redhat.com/errata/RHSA-2019:2473 |
+------------+-------------------------+--------------------------+-----------------------+-------------------------------------------------+
| [1;31mUnapproved[0m | High RHSA-2018:2846     | kernel-headers           | 2.6.32-642.4.2.el6    | The kernel packages contain the Linux           |
|            |                         |                          |                       | kernel, the core of any Linux operating         |
|            |                         |                          |                       | system. Security Fix(es): * A flaw named        |
|            |                         |                          |                       | FragmentSmack was found in the way the Linux    |
|            |                         |                          |                       | kernel handled reassembly of fragmented IPv4    |
|            |                         |                          |                       | and IPv6 packets. A remote attacker could       |
|            |                         |                          |                       | use this flaw to trigger time and calculation   |
|            |                         |                          |                       | expensive fragment reassembly algorithm by      |
|            |                         |                          |                       | sending specially crafted packets which could   |
|            |                         |                          |                       | lead to a CPU saturation and hence a denial     |
|            |                         |                          |                       | of service on the system. (CVE-2018-5391)       |
|            |                         |                          |                       | * kernel: Integer overflow in Linux's           |
|            |                         |                          |                       | create_elf_tables function (CVE-2018-14634)     |
|            |                         |                          |                       | For more details about the security issue(s),   |
|            |                         |                          |                       | including the impact, a CVSS score, and other   |
|            |                         |                          |                       | related information, refer to the CVE page(s)   |
|            |                         |                          |                       | listed in the References section. Red Hat       |
|            |                         |                          |                       | would like to thank Juha-Matti Tilli (Aalto     |
|            |                         |                          |                       | University - Department of Communications and   |
|            |                         |                          |                       | Networking and Nokia Bell Labs) for reporting   |
|            |                         |                          |                       | CVE-2018-5391 and Qualys Research Labs for      |
|            |                         |                          |                       | reporting CVE-2018-14634. Bug Fix(es): These    |
|            |                         |                          |                       | updated kernel packages include also numerous   |
|            |                         |                          |                       | bug fixes. Space precludes documenting all      |
|            |                         |                          |                       | of the bug fixes in this advisory. See the      |
|            |                         |                          |                       | descriptions in the related Knowledge Article:  |
|            |                         |                          |                       | https://access.redhat.com/articles/3635371      |
|            |                         |                          |                       | https://access.redhat.com/errata/RHSA-2018:2846 |
+------------+-------------------------+--------------------------+-----------------------+-------------------------------------------------+
| [1;31mUnapproved[0m | High RHSA-2018:1651     | kernel-headers           | 2.6.32-642.4.2.el6    | The kernel packages contain the Linux kernel,   |
|            |                         |                          |                       | the core of any Linux operating system.         |
|            |                         |                          |                       | Security Fix(es): * An industry-wide issue was  |
|            |                         |                          |                       | found in the way many modern microprocessor     |
|            |                         |                          |                       | designs have implemented speculative execution  |
|            |                         |                          |                       | of Load & Store instructions (a commonly used   |
|            |                         |                          |                       | performance optimization). It relies on the     |
|            |                         |                          |                       | presence of a precisely-defined instruction     |
|            |                         |                          |                       | sequence in the privileged code as well as the  |
|            |                         |                          |                       | fact that memory read from address to which     |
|            |                         |                          |                       | a recent memory write has occurred may see an   |
|            |                         |                          |                       | older value and subsequently cause an update    |
|            |                         |                          |                       | into the microprocessor's data cache even for   |
|            |                         |                          |                       | speculatively executed instructions that never  |
|            |                         |                          |                       | actually commit (retire). As a result, an       |
|            |                         |                          |                       | unprivileged attacker could use this flaw to    |
|            |                         |                          |                       | read privileged memory by conducting targeted   |
|            |                         |                          |                       | cache side-channel attacks. (CVE-2018-3639)     |
|            |                         |                          |                       | Note: This issue is present in hardware and     |
|            |                         |                          |                       | cannot be fully fixed via software update.      |
|            |                         |                          |                       | The updated kernel packages provide software    |
|            |                         |                          |                       | side of the mitigation for this hardware        |
|            |                         |                          |                       | issue. To be fully functional, up-to-date CPU   |
|            |                         |                          |                       | microcode applied on the system is required.    |
|            |                         |                          |                       | Please refer to References section for further  |
|            |                         |                          |                       | information about this issue, CPU microcode     |
|            |                         |                          |                       | requirements and the potential performance      |
|            |                         |                          |                       | impact. In this update mitigations for x86      |
|            |                         |                          |                       | (both 32 and 64 bit) architecture are provided. |
|            |                         |                          |                       | Red Hat would like to thank Ken Johnson         |
|            |                         |                          |                       | (Microsoft Security Response Center) and Jann   |
|            |                         |                          |                       | Horn (Google Project Zero) for reporting this   |
|            |                         |                          |                       | issue. Bug Fix(es): * Previously, an erroneous  |
|            |                         |                          |                       | code in the x86 kexec system call path          |
|            |                         |                          |                       | caused a memory corruption. As a consequence,   |
|            |                         |                          |                       | the system became unresponsive with the         |
|            |                         |                          |                       | following kernel stack trace: 'WARNING:         |
|            |                         |                          |                       | CPU: 13 PID: 36409 at lib/list_debug.c:59       |
|            |                         |                          |                       | __list_del_entry+0xa1/0xd0 list_del corruption. |
|            |                         |                          |                       | prev->next should be ffffdd03fddeeca0, but      |
|            |                         |                          |                       | was (null)' This update ensures that the code   |
|            |                         |                          |                       | does not corrupt memory. As a result, the       |
|            |                         |                          |                       | operating system no longer hangs. (BZ#1573176)  |
|            |                         |                          |                       | https://access.redhat.com/errata/RHSA-2018:1651 |
+------------+-------------------------+--------------------------+-----------------------+-------------------------------------------------+
| [1;31mUnapproved[0m | High RHSA-2017:0293     | kernel-headers           | 2.6.32-642.4.2.el6    | The kernel packages contain the Linux kernel,   |
|            |                         |                          |                       | the core of any Linux operating system.         |
|            |                         |                          |                       | Security Fix(es): * A use-after-free flaw       |
|            |                         |                          |                       | was found in the way the Linux kernel's         |
|            |                         |                          |                       | Datagram Congestion Control Protocol (DCCP)     |
|            |                         |                          |                       | implementation freed SKB (socket buffer)        |
|            |                         |                          |                       | resources for a DCCP_PKT_REQUEST packet when    |
|            |                         |                          |                       | the IPV6_RECVPKTINFO option is set on the       |
|            |                         |                          |                       | socket. A local, unprivileged user could        |
|            |                         |                          |                       | use this flaw to alter the kernel memory,       |
|            |                         |                          |                       | allowing them to escalate their privileges      |
|            |                         |                          |                       | on the system. (CVE-2017-6074, Important)       |
|            |                         |                          |                       | https://access.redhat.com/errata/RHSA-2017:0293 |
+------------+-------------------------+--------------------------+-----------------------+-------------------------------------------------+
| [1;31mUnapproved[0m | High RHSA-2019:2863     | kernel-headers           | 2.6.32-642.4.2.el6    | The kernel packages contain the Linux kernel,   |
|            |                         |                          |                       | the core of any Linux operating system.         |
|            |                         |                          |                       | Security Fix(es): * A buffer overflow flaw      |
|            |                         |                          |                       | was found in the way Linux kernel's vhost       |
|            |                         |                          |                       | functionality that translates virtqueue         |
|            |                         |                          |                       | buffers to IOVs, logged the buffer descriptors  |
|            |                         |                          |                       | during migration. A privileged guest user       |
|            |                         |                          |                       | able to pass descriptors with invalid length    |
|            |                         |                          |                       | to the host when migration is underway,         |
|            |                         |                          |                       | could use this flaw to increase their           |
|            |                         |                          |                       | privileges on the host. (CVE-2019-14835)        |
|            |                         |                          |                       | https://access.redhat.com/errata/RHSA-2019:2863 |
+------------+-------------------------+--------------------------+-----------------------+-------------------------------------------------+
| [1;31mUnapproved[0m | High RHSA-2016:2141     | bind-libs                | 32:9.8.2-0.47.rc1.el6 | The Berkeley Internet Name Domain (BIND) is an  |
|            |                         |                          |                       | implementation of the Domain Name System (DNS)  |
|            |                         |                          |                       | protocols. BIND includes a DNS server (named);  |
|            |                         |                          |                       | a resolver library (routines for applications   |
|            |                         |                          |                       | to use when interfacing with DNS); and tools    |
|            |                         |                          |                       | for verifying that the DNS server is operating  |
|            |                         |                          |                       | correctly. Security Fix(es): * A denial of      |
|            |                         |                          |                       | service flaw was found in the way BIND handled  |
|            |                         |                          |                       | responses containing a DNAME answer. A remote   |
|            |                         |                          |                       | attacker could use this flaw to make named exit |
|            |                         |                          |                       | unexpectedly with an assertion failure via a    |
|            |                         |                          |                       | specially crafted DNS response. (CVE-2016-8864) |
|            |                         |                          |                       | Red Hat would like to thank ISC for reporting   |
|            |                         |                          |                       | this issue. Upstream acknowledges Tony Finch    |
|            |                         |                          |                       | (University of Cambridge) and Marco Davids      |
|            |                         |                          |                       | (SIDN Labs) as the original reporters.          |
|            |                         |                          |                       | https://access.redhat.com/errata/RHSA-2016:2141 |
+------------+-------------------------+--------------------------+-----------------------+-------------------------------------------------+
| [1;31mUnapproved[0m | High RHSA-2018:0101     | bind-libs                | 32:9.8.2-0.47.rc1.el6 | The Berkeley Internet Name Domain (BIND) is an  |
|            |                         |                          |                       | implementation of the Domain Name System (DNS)  |
|            |                         |                          |                       | protocols. BIND includes a DNS server (named);  |
|            |                         |                          |                       | a resolver library (routines for applications   |
|            |                         |                          |                       | to use when interfacing with DNS); and tools    |
|            |                         |                          |                       | for verifying that the DNS server is operating  |
|            |                         |                          |                       | correctly. Security Fix(es): * A use-after-free |
|            |                         |                          |                       | flaw leading to denial of service was found     |
|            |                         |                          |                       | in the way BIND internally handled cleanup      |
|            |                         |                          |                       | operations on upstream recursion fetch          |
|            |                         |                          |                       | contexts. A remote attacker could potentially   |
|            |                         |                          |                       | use this flaw to make named, acting as a DNSSEC |
|            |                         |                          |                       | validating resolver, exit unexpectedly with     |
|            |                         |                          |                       | an assertion failure via a specially crafted    |
|            |                         |                          |                       | DNS request. (CVE-2017-3145) Red Hat would      |
|            |                         |                          |                       | like to thank ISC for reporting this issue.     |
|            |                         |                          |                       | Upstream acknowledges Jayachandran Palanisamy   |
|            |                         |                          |                       | (Cygate AB) as the original reporter.           |
|            |                         |                          |                       | https://access.redhat.com/errata/RHSA-2018:0101 |
+------------+-------------------------+--------------------------+-----------------------+-------------------------------------------------+
| [1;31mUnapproved[0m | High RHSA-2017:0063     | bind-libs                | 32:9.8.2-0.47.rc1.el6 | The Berkeley Internet Name Domain (BIND) is an  |
|            |                         |                          |                       | implementation of the Domain Name System (DNS)  |
|            |                         |                          |                       | protocols. BIND includes a DNS server (named);  |
|            |                         |                          |                       | a resolver library (routines for applications   |
|            |                         |                          |                       | to use when interfacing with DNS); and tools    |
|            |                         |                          |                       | for verifying that the DNS server is operating  |
|            |                         |                          |                       | correctly. Security Fix(es): * A denial of      |
|            |                         |                          |                       | service flaw was found in the way BIND handled  |
|            |                         |                          |                       | a query response containing inconsistent DNSSEC |
|            |                         |                          |                       | information. A remote attacker could use this   |
|            |                         |                          |                       | flaw to make named exit unexpectedly with       |
|            |                         |                          |                       | an assertion failure via a specially crafted    |
|            |                         |                          |                       | DNS response. (CVE-2016-9147) Red Hat would     |
|            |                         |                          |                       | like to thank ISC for reporting this issue.     |
|            |                         |                          |                       | https://access.redhat.com/errata/RHSA-2017:0063 |
+------------+-------------------------+--------------------------+-----------------------+-------------------------------------------------+
| [1;31mUnapproved[0m | High RHSA-2019:1492     | bind-libs                | 32:9.8.2-0.47.rc1.el6 | The Berkeley Internet Name Domain (BIND) is     |
|            |                         |                          |                       | an implementation of the Domain Name System     |
|            |                         |                          |                       | (DNS) protocols. BIND includes a DNS server     |
|            |                         |                          |                       | (named); a resolver library (routines for       |
|            |                         |                          |                       | applications to use when interfacing with DNS); |
|            |                         |                          |                       | and tools for verifying that the DNS server     |
|            |                         |                          |                       | is operating correctly. Security Fix(es): *     |
|            |                         |                          |                       | bind: Limiting simultaneous TCP clients is      |
|            |                         |                          |                       | ineffective (CVE-2018-5743) For more details    |
|            |                         |                          |                       | about the security issue(s), including the      |
|            |                         |                          |                       | impact, a CVSS score, acknowledgments, and      |
|            |                         |                          |                       | other related information, refer to the CVE     |
|            |                         |                          |                       | page(s) listed in the References section.       |
|            |                         |                          |                       | https://access.redhat.com/errata/RHSA-2019:1492 |
+------------+-------------------------+--------------------------+-----------------------+-------------------------------------------------+
| [1;31mUnapproved[0m | High RHSA-2017:1202     | bind-libs                | 32:9.8.2-0.47.rc1.el6 | The Berkeley Internet Name Domain (BIND) is an  |
|            |                         |                          |                       | implementation of the Domain Name System (DNS)  |
|            |                         |                          |                       | protocols. BIND includes a DNS server (named);  |
|            |                         |                          |                       | a resolver library (routines for applications   |
|            |                         |                          |                       | to use when interfacing with DNS); and tools    |
|            |                         |                          |                       | for verifying that the DNS server is operating  |
|            |                         |                          |                       | correctly. Security Fix(es): * A denial of      |
|            |                         |                          |                       | service flaw was found in the way BIND handled  |
|            |                         |                          |                       | DNSSEC validation. A remote attacker could use  |
|            |                         |                          |                       | this flaw to make named exit unexpectedly with  |
|            |                         |                          |                       | an assertion failure via a specially crafted    |
|            |                         |                          |                       | DNS response. (CVE-2017-3139) Note: This issue  |
|            |                         |                          |                       | affected only the BIND versions as shipped      |
|            |                         |                          |                       | with Red Hat Enterprise Linux 6. This issue     |
|            |                         |                          |                       | did not affect any upstream versions of BIND.   |
|            |                         |                          |                       | https://access.redhat.com/errata/RHSA-2017:1202 |
+------------+-------------------------+--------------------------+-----------------------+-------------------------------------------------+
| [1;31mUnapproved[0m | High RHSA-2016:1944     | bind-libs                | 32:9.8.2-0.47.rc1.el6 | The Berkeley Internet Name Domain (BIND) is     |
|            |                         |                          |                       | an implementation of the Domain Name System     |
|            |                         |                          |                       | (DNS) protocols. BIND includes a DNS server     |
|            |                         |                          |                       | (named); a resolver library (routines for       |
|            |                         |                          |                       | applications to use when interfacing with       |
|            |                         |                          |                       | DNS); and tools for verifying that the DNS      |
|            |                         |                          |                       | server is operating correctly. Security         |
|            |                         |                          |                       | Fix(es): * A denial of service flaw was         |
|            |                         |                          |                       | found in the way BIND constructed a response    |
|            |                         |                          |                       | to a query that met certain criteria. A         |
|            |                         |                          |                       | remote attacker could use this flaw to make     |
|            |                         |                          |                       | named exit unexpectedly with an assertion       |
|            |                         |                          |                       | failure via a specially crafted DNS request     |
|            |                         |                          |                       | packet. (CVE-2016-2776) Red Hat would like      |
|            |                         |                          |                       | to thank ISC for reporting this issue.          |
|            |                         |                          |                       | https://access.redhat.com/errata/RHSA-2016:1944 |
+------------+-------------------------+--------------------------+-----------------------+-------------------------------------------------+
| [1;31mUnapproved[0m | High RHSA-2018:2571     | bind-libs                | 32:9.8.2-0.47.rc1.el6 | The Berkeley Internet Name Domain (BIND) is an  |
|            |                         |                          |                       | implementation of the Domain Name System (DNS)  |
|            |                         |                          |                       | protocols. BIND includes a DNS server (named);  |
|            |                         |                          |                       | a resolver library (routines for applications   |
|            |                         |                          |                       | to use when interfacing with DNS); and tools    |
|            |                         |                          |                       | for verifying that the DNS server is operating  |
|            |                         |                          |                       | correctly. Security Fix(es): * bind: processing |
|            |                         |                          |                       | of certain records when "deny-answer-aliases"   |
|            |                         |                          |                       | is in use may trigger an assert leading to      |
|            |                         |                          |                       | a denial of service (CVE-2018-5740) For more    |
|            |                         |                          |                       | details about the security issue(s), including  |
|            |                         |                          |                       | the impact, a CVSS score, and other related     |
|            |                         |                          |                       | information, refer to the CVE page(s) listed    |
|            |                         |                          |                       | in the References section. Red Hat would        |
|            |                         |                          |                       | like to thank ISC for reporting this issue.     |
|            |                         |                          |                       | Upstream acknowledges Tony Finch (University    |
|            |                         |                          |                       | of Cambridge) as the original reporter.         |
|            |                         |                          |                       | https://access.redhat.com/errata/RHSA-2018:2571 |
+------------+-------------------------+--------------------------+-----------------------+-------------------------------------------------+
| [1;31mUnapproved[0m | High RHSA-2016:2093     | bind-libs                | 32:9.8.2-0.47.rc1.el6 | The Berkeley Internet Name Domain (BIND) is an  |
|            |                         |                          |                       | implementation of the Domain Name System (DNS)  |
|            |                         |                          |                       | protocols. BIND includes a DNS server (named);  |
|            |                         |                          |                       | a resolver library (routines for applications   |
|            |                         |                          |                       | to use when interfacing with DNS); and tools    |
|            |                         |                          |                       | for verifying that the DNS server is operating  |
|            |                         |                          |                       | correctly. Security Fix(es): * A denial of      |
|            |                         |                          |                       | service flaw was found in the way BIND handled  |
|            |                         |                          |                       | packets with malformed options. A remote        |
|            |                         |                          |                       | attacker could use this flaw to make named exit |
|            |                         |                          |                       | unexpectedly with an assertion failure via a    |
|            |                         |                          |                       | specially crafted DNS packet. (CVE-2016-2848)   |
|            |                         |                          |                       | https://access.redhat.com/errata/RHSA-2016:2093 |
+------------+-------------------------+--------------------------+-----------------------+-------------------------------------------------+
| [1;31mUnapproved[0m | High RHSA-2017:1679     | bind-libs                | 32:9.8.2-0.47.rc1.el6 | The Berkeley Internet Name Domain (BIND) is an  |
|            |                         |                          |                       | implementation of the Domain Name System (DNS)  |
|            |                         |                          |                       | protocols. BIND includes a DNS server (named);  |
|            |                         |                          |                       | a resolver library (routines for applications   |
|            |                         |                          |                       | to use when interfacing with DNS); and tools    |
|            |                         |                          |                       | for verifying that the DNS server is operating  |
|            |                         |                          |                       | correctly. Security Fix(es): * A flaw was found |
|            |                         |                          |                       | in the way BIND handled TSIG authentication     |
|            |                         |                          |                       | for dynamic updates. A remote attacker able     |
|            |                         |                          |                       | to communicate with an authoritative BIND       |
|            |                         |                          |                       | server could use this flaw to manipulate the    |
|            |                         |                          |                       | contents of a zone, by forging a valid TSIG     |
|            |                         |                          |                       | or SIG(0) signature for a dynamic update        |
|            |                         |                          |                       | request. (CVE-2017-3143) * A flaw was found     |
|            |                         |                          |                       | in the way BIND handled TSIG authentication     |
|            |                         |                          |                       | of AXFR requests. A remote attacker, able to    |
|            |                         |                          |                       | communicate with an authoritative BIND server,  |
|            |                         |                          |                       | could use this flaw to view the entire contents |
|            |                         |                          |                       | of a zone by sending a specially constructed    |
|            |                         |                          |                       | request packet. (CVE-2017-3142) Red Hat would   |
|            |                         |                          |                       | like to thank Internet Systems Consortium for   |
|            |                         |                          |                       | reporting these issues. Upstream acknowledges   |
|            |                         |                          |                       | Clement Berthaux (Synacktiv) as the original    |
|            |                         |                          |                       | reporter of these issues. Bug Fix(es): * ICANN  |
|            |                         |                          |                       | is planning to perform a Root Zone DNSSEC Key   |
|            |                         |                          |                       | Signing Key (KSK) rollover during October 2017. |
|            |                         |                          |                       | Maintaining an up-to-date KSK, by adding the    |
|            |                         |                          |                       | new root zone KSK, is essential for ensuring    |
|            |                         |                          |                       | that validating DNS resolvers continue to       |
|            |                         |                          |                       | function following the rollover. (BZ#1458234)   |
|            |                         |                          |                       | https://access.redhat.com/errata/RHSA-2017:1679 |
+------------+-------------------------+--------------------------+-----------------------+-------------------------------------------------+
| [1;31mUnapproved[0m | High RHSA-2017:1105     | bind-libs                | 32:9.8.2-0.47.rc1.el6 | The Berkeley Internet Name Domain (BIND) is     |
|            |                         |                          |                       | an implementation of the Domain Name System     |
|            |                         |                          |                       | (DNS) protocols. BIND includes a DNS server     |
|            |                         |                          |                       | (named); a resolver library (routines for       |
|            |                         |                          |                       | applications to use when interfacing with DNS); |
|            |                         |                          |                       | and tools for verifying that the DNS server     |
|            |                         |                          |                       | is operating correctly. Security Fix(es):       |
|            |                         |                          |                       | * A denial of service flaw was found in the     |
|            |                         |                          |                       | way BIND handled a query response containing    |
|            |                         |                          |                       | CNAME or DNAME resource records in an unusual   |
|            |                         |                          |                       | order. A remote attacker could use this         |
|            |                         |                          |                       | flaw to make named exit unexpectedly with an    |
|            |                         |                          |                       | assertion failure via a specially crafted DNS   |
|            |                         |                          |                       | response. (CVE-2017-3137) * A denial of service |
|            |                         |                          |                       | flaw was found in the way BIND handled query    |
|            |                         |                          |                       | requests when using DNS64 with "break-dnssec    |
|            |                         |                          |                       | yes" option. A remote attacker could use this   |
|            |                         |                          |                       | flaw to make named exit unexpectedly with       |
|            |                         |                          |                       | an assertion failure via a specially crafted    |
|            |                         |                          |                       | DNS request. (CVE-2017-3136) Red Hat would      |
|            |                         |                          |                       | like to thank ISC for reporting these issues.   |
|            |                         |                          |                       | Upstream acknowledges Oleg Gorokhov (Yandex)    |
|            |                         |                          |                       | as the original reporter of CVE-2017-3136.      |
|            |                         |                          |                       | https://access.redhat.com/errata/RHSA-2017:1105 |
+------------+-------------------------+--------------------------+-----------------------+-------------------------------------------------+
| [1;31mUnapproved[0m | High RHSA-2017:2485     | git                      | 1.7.1-4.el6_7.1       | Git is a distributed revision control system    |
|            |                         |                          |                       | with a decentralized architecture. As opposed   |
|            |                         |                          |                       | to centralized version control systems with     |
|            |                         |                          |                       | a client-server model, Git ensures that         |
|            |                         |                          |                       | each working copy of a Git repository is an     |
|            |                         |                          |                       | exact copy with complete revision history.      |
|            |                         |                          |                       | This not only allows the user to work on and    |
|            |                         |                          |                       | contribute to projects without the need to      |
|            |                         |                          |                       | have permission to push the changes to their    |
|            |                         |                          |                       | official repositories, but also makes it        |
|            |                         |                          |                       | possible for the user to work with no network   |
|            |                         |                          |                       | connection. Security Fix(es): * A shell command |
|            |                         |                          |                       | injection flaw related to the handling of "ssh" |
|            |                         |                          |                       | URLs has been discovered in Git. An attacker    |
